GeneID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;threshold_padj;Overexpressed;Underexpressed
AT3G25770;1806,435679;-6,363949531;0,200554053;-31,73184209;5,65E-221;1,35E-216;TRUE;FALSE;TRUE
AT5G42530;1339,07814;-4,320971389;0,157390562;-27,45381519;6,26E-166;7,48E-162;TRUE;FALSE;TRUE
AT3G45140;9760,417431;-4,704198225;0,17405557;-27,02699036;7,12E-161;5,68E-157;TRUE;FALSE;TRUE
AT2G25510;929,4025395;-4,914688064;0,184982101;-26,56845199;1,57E-155;9,40E-152;TRUE;FALSE;TRUE
AT5G47240;861,8709836;-5,302620145;0,206711663;-25,65225436;3,99E-145;1,91E-141;TRUE;FALSE;TRUE
AT1G52400;13930,27242;-3,408490881;0,132927998;-25,64163249;5,24E-145;2,09E-141;TRUE;FALSE;TRUE
AT1G19670;1068,118962;-4,606585674;0,18270518;-25,21321882;2,87E-140;9,80E-137;TRUE;FALSE;TRUE
AT5G42650;2310,239532;-3,476460608;0,14653171;-23,72497129;1,99E-124;5,96E-121;TRUE;FALSE;TRUE
AT4G18440;2027,165041;-4,305911862;0,186716584;-23,06121802;1,14E-117;3,02E-114;TRUE;FALSE;TRUE
AT2G42530;533,1786075;-5,304284817;0,239294673;-22,16633053;7,26E-109;1,74E-105;TRUE;FALSE;TRUE
AT2G33380;725,1710088;-3,674466416;0,167524652;-21,93388473;1,23E-106;2,68E-103;TRUE;FALSE;TRUE
AT5G47220;373,2666409;-4,261774483;0,208150167;-20,47451866;3,63E-93;7,24E-90;TRUE;FALSE;TRUE
AT1G78370;1814,98156;-3,039046081;0,153686975;-19,77425919;4,96E-87;9,13E-84;TRUE;FALSE;TRUE
AT4G32280;516,678852;-4,683775798;0,241090779;-19,4274365;4,52E-84;7,73E-81;TRUE;FALSE;TRUE
AT4G23600;905,9462435;-3,794859391;0,197431494;-19,22114512;2,46E-82;3,93E-79;TRUE;FALSE;TRUE
AT5G02940;2701,242335;-2,774473287;0,14558153;-19,05786591;5,65E-81;8,45E-78;TRUE;FALSE;TRUE
AT2G42540;824,1247483;-4,079651271;0,214618729;-19,0088316;1,44E-80;2,03E-77;TRUE;FALSE;TRUE
AT2G43550;604,5469548;-3,808174213;0,202107208;-18,8423473;3,40E-79;4,51E-76;TRUE;FALSE;TRUE
AT5G15970;2219,654501;-4,033659349;0,214658446;-18,7910582;8,94E-79;1,13E-75;TRUE;FALSE;TRUE
AT2G41090;407,631176;-3,503570936;0,187098057;-18,72585423;3,05E-78;3,64E-75;TRUE;FALSE;TRUE
AT2G05510;3660,370533;2,67865732;0,143266738;18,69699388;5,24E-78;5,97E-75;TRUE;TRUE;FALSE
AT5G52310;918,5422986;-4,051973624;0,216809021;-18,68913762;6,07E-78;6,60E-75;TRUE;FALSE;TRUE
AT3G44260;328,1831129;-3,757311239;0,203835129;-18,43308984;7,13E-76;7,41E-73;TRUE;FALSE;TRUE
AT1G15125;938,9973797;-4,278648024;0,235377452;-18,17781605;7,74E-74;7,71E-71;TRUE;FALSE;TRUE
AT5G02540;460,8450125;-4,448444043;0,246931137;-18,01491744;1,49E-72;1,42E-69;TRUE;FALSE;TRUE
AT5G50950;1583,423599;-3,047262077;0,169292179;-18,00001686;1,95E-72;1,79E-69;TRUE;FALSE;TRUE
AT1G16410;824,493191;-3,573624493;0,200269744;-17,84405584;3,21E-71;2,85E-68;TRUE;FALSE;TRUE
AT3G28220;2473,880365;-3,479540657;0,195957562;-17,75660309;1,53E-70;1,31E-67;TRUE;FALSE;TRUE
AT3G19710;1577,457889;-2,597327335;0,14634472;-17,74800855;1,79E-70;1,47E-67;TRUE;FALSE;TRUE
AT5G42900;257,5969972;-3,738675044;0,21828295;-17,12765493;9,23E-66;7,36E-63;TRUE;FALSE;TRUE
AT2G34810;365,59436;-3,114879545;0,182388063;-17,07830818;2,15E-65;1,66E-62;TRUE;FALSE;TRUE
AT1G14250;368,3673135;-4,243350119;0,249839493;-16,9843049;1,07E-64;7,93E-62;TRUE;FALSE;TRUE
AT2G39330;233,2471212;-4,211381561;0,247973719;-16,98317702;1,09E-64;7,93E-62;TRUE;FALSE;TRUE
AT2G18050;6373,406276;2,47073679;0,147222999;16,7822746;3,29E-63;2,31E-60;TRUE;TRUE;FALSE
AT5G13220;222,9884435;-4,054004266;0,244164147;-16,60360177;6,56E-62;4,49E-59;TRUE;FALSE;TRUE
AT1G52000;2951,28734;-2,38706499;0,144038027;-16,57246377;1,10E-61;7,32E-59;TRUE;FALSE;TRUE
AT1G77760;1555,085326;-2,303974413;0,139064567;-16,5676596;1,19E-61;7,72E-59;TRUE;FALSE;TRUE
AT5G23240;362,3892183;-3,797874061;0,229579284;-16,5427559;1,81E-61;1,14E-58;TRUE;FALSE;TRUE
AT3G22120;3711,540669;-2,41086454;0,146453588;-16,4616284;6,92E-61;4,14E-58;TRUE;FALSE;TRUE
AT3G44860;256,9306168;-6,663563029;0,404776997;-16,46230659;6,84E-61;4,14E-58;TRUE;FALSE;TRUE
AT1G72520;211,4832205;-4,722243491;0,288135295;-16,38897969;2,29E-60;1,34E-57;TRUE;FALSE;TRUE
AT3G15356;399,5930164;-3,401654576;0,210924764;-16,12733619;1,64E-58;9,34E-56;TRUE;FALSE;TRUE
AT3G51450;288,4873124;-3,271386206;0,205041628;-15,95474166;2,64E-57;1,47E-54;TRUE;FALSE;TRUE
AT1G31550;277,6183241;-3,156441637;0,198235537;-15,92268313;4,41E-57;2,40E-54;TRUE;FALSE;TRUE
AT5G14200;1340,6953;-2,214827516;0,14002499;-15,81737317;2,36E-56;1,26E-53;TRUE;FALSE;TRUE
AT1G73480;1400,787093;-2,25183584;0,143399774;-15,70320359;1,44E-55;7,48E-53;TRUE;FALSE;TRUE
AT2G06050;1200,076623;-2,174850605;0,138903199;-15,65731119;2,96E-55;1,51E-52;TRUE;FALSE;TRUE
AT1G70700;3446,368931;-2,492562435;0,160128358;-15,56602753;1,24E-54;6,17E-52;TRUE;FALSE;TRUE
AT1G31580;1961,511617;-3,284322279;0,211241946;-15,54768048;1,65E-54;8,05E-52;TRUE;FALSE;TRUE
AT1G72450;2177,328698;-2,399921069;0,154407166;-15,54280891;1,78E-54;8,52E-52;TRUE;FALSE;TRUE
AT1G24020;585,7458511;-2,679059471;0,172408348;-15,53903567;1,89E-54;8,86E-52;TRUE;FALSE;TRUE
AT1G17380;163,9165314;-4,467178522;0,28939149;-15,43645432;9,31E-54;4,28E-51;TRUE;FALSE;TRUE
AT1G29395;1185,681743;-3,039600066;0,197503178;-15,39013243;1,91E-53;8,60E-51;TRUE;FALSE;TRUE
AT2G34600;184,2044002;-4,132872333;0,26876866;-15,37706192;2,33E-53;1,03E-50;TRUE;FALSE;TRUE
AT4G27520;1084,562993;-2,449990887;0,161194537;-15,19896969;3,59E-52;1,56E-49;TRUE;FALSE;TRUE
AT1G18710;441,0335224;-2,856908577;0,188075595;-15,19021424;4,11E-52;1,75E-49;TRUE;FALSE;TRUE
AT2G43530;923,572515;-3,276541287;0,216369077;-15,14329739;8,39E-52;3,52E-49;TRUE;FALSE;TRUE
AT4G04840;707,491505;-3,002420449;0,1984368;-15,13036113;1,02E-51;4,21E-49;TRUE;FALSE;TRUE
AT1G68050;272,860765;-2,959453562;0,19603955;-15,09620666;1,72E-51;6,95E-49;TRUE;FALSE;TRUE
AT1G10370;319,2393768;-2,757454397;0,184262536;-14,96481299;1,25E-50;4,97E-48;TRUE;FALSE;TRUE
AT4G17470;268,4032666;-3,503323083;0,23451863;-14,9383573;1,85E-50;7,27E-48;TRUE;FALSE;TRUE
AT5G62360;277,5971722;-4,77520157;0,320423117;-14,90279982;3,16E-50;1,22E-47;TRUE;FALSE;TRUE
AT4G14400;195,4172969;-5,788176338;0,389181143;-14,87270503;4,96E-50;1,88E-47;TRUE;FALSE;TRUE
AT1G06080;459,6782003;-2,940368274;0,200108396;-14,69387757;7,06E-49;2,64E-46;TRUE;FALSE;TRUE
AT3G22740;217,3335997;-3,335214269;0,227332113;-14,6711093;9,87E-49;3,63E-46;TRUE;FALSE;TRUE
AT3G02020;777,8560916;-2,331598748;0,159639595;-14,60539126;2,59E-48;9,40E-46;TRUE;FALSE;TRUE
AT3G16530;286,9422297;-3,36445375;0,231167325;-14,5541925;5,49E-48;1,96E-45;TRUE;FALSE;TRUE
AT3G28740;4370,619711;1,882291062;0,129389258;14,54750639;6,06E-48;2,13E-45;TRUE;TRUE;FALSE
AT2G47880;147,2530353;-5,184881292;0,356825129;-14,5305946;7,75E-48;2,69E-45;TRUE;FALSE;TRUE
AT2G43590;758,216792;-2,92816495;0,202004231;-14,4955625;1,29E-47;4,42E-45;TRUE;FALSE;TRUE
AT3G21720;213,9562912;3,637318032;0,251275394;14,47542466;1,73E-47;5,84E-45;TRUE;TRUE;FALSE
AT1G44350;806,3664641;-2,230825443;0,156579261;-14,24726004;4,66E-46;1,55E-43;TRUE;FALSE;TRUE
AT3G49110;257,2123353;-2,87126701;0,202102067;-14,20701459;8,29E-46;2,72E-43;TRUE;FALSE;TRUE
AT5G13930;532,6088884;-2,381225482;0,167653541;-14,20325193;8,75E-46;2,83E-43;TRUE;FALSE;TRUE
AT1G17420;198,7212418;-3,389262393;0,239794842;-14,13400873;2,34E-45;7,48E-43;TRUE;FALSE;TRUE
AT4G13770;1245,211765;-2,371967093;0,168107795;-14,10979833;3,31E-45;1,04E-42;TRUE;FALSE;TRUE
AT5G02760;1004,263542;-3,241043021;0,230750683;-14,04564865;8,19E-45;2,54E-42;TRUE;FALSE;TRUE
AT1G52040;1025,067616;-2,074309308;0,148409119;-13,97696666;2,15E-44;6,61E-42;TRUE;FALSE;TRUE
AT2G43100;445,5066096;-2,437563027;0,175204005;-13,91271293;5,30E-44;1,61E-41;TRUE;FALSE;TRUE
AT4G33980;282,700591;-2,694844682;0,19394952;-13,89456742;6,83E-44;2,04E-41;TRUE;FALSE;TRUE
AT1G74950;992,0961356;-2,269728965;0,16423689;-13,81984868;1,93E-43;5,71E-41;TRUE;FALSE;TRUE
AT3G58990;347,9679276;-2,530478397;0,183271789;-13,80724446;2,30E-43;6,72E-41;TRUE;FALSE;TRUE
AT1G74930;135,1697124;-5,718337207;0,415034101;-13,77799365;3,46E-43;9,96E-41;TRUE;FALSE;TRUE
AT1G49750;833,2995665;-1,952446908;0,142209559;-13,72936472;6,77E-43;1,93E-40;TRUE;FALSE;TRUE
AT1G52410;1746,915792;-1,990023716;0,146539011;-13,5801634;5,25E-42;1,48E-39;TRUE;FALSE;TRUE
AT4G30650;708,8413992;-3,419184233;0,254219267;-13,44974468;3,09E-41;8,59E-39;TRUE;FALSE;TRUE
AT3G06345;375,9415168;2,972053296;0,221169395;13,43790488;3,63E-41;9,97E-39;TRUE;TRUE;FALSE
AT1G70850;14095,65674;1,671844995;0,124779533;13,39839117;6,18E-41;1,66E-38;TRUE;TRUE;FALSE
AT5G63180;296,3654333;-2,652192647;0,197951182;-13,39821574;6,19E-41;1,66E-38;TRUE;FALSE;TRUE
AT4G15440;165,8005847;-3,202958987;0,241316619;-13,27284876;3,33E-40;8,84E-38;TRUE;FALSE;TRUE
AT4G16680;653,5549316;2,212916906;0,166931512;13,25643604;4,14E-40;1,09E-37;TRUE;TRUE;FALSE
AT5G46240;280,1344369;-2,96251924;0,224994227;-13,16709004;1,36E-39;3,53E-37;TRUE;FALSE;TRUE
AT1G64110;530,0855567;2,245725484;0,171526586;13,09257961;3,63E-39;9,34E-37;TRUE;TRUE;FALSE
AT4G24350;407,4411285;-2,361393983;0,180783657;-13,06198811;5,43E-39;1,38E-36;TRUE;FALSE;TRUE
AT1G73870;343,3057855;-2,675984413;0,20633968;-12,96883087;1,84E-38;4,63E-36;TRUE;FALSE;TRUE
AT4G34950;237,0600585;-2,68363319;0,207041996;-12,96178186;2,02E-38;5,02E-36;TRUE;FALSE;TRUE
AT4G37770;115,7629342;-4,452956168;0,343832083;-12,95096179;2,32E-38;5,72E-36;TRUE;FALSE;TRUE
AT5G62280;726,5800081;-2,496925581;0,193617921;-12,89614912;4,73E-38;1,15E-35;TRUE;FALSE;TRUE
AT1G73540;400,9648369;-2,702501826;0,209783522;-12,88233602;5,66E-38;1,37E-35;TRUE;FALSE;TRUE
AT3G25760;1016,723318;-5,704808894;0,443376803;-12,86672837;6,93E-38;1,66E-35;TRUE;FALSE;TRUE
AT4G24570;167,9091293;-2,897039749;0,225570245;-12,84318216;9,39E-38;2,22E-35;TRUE;FALSE;TRUE
AT4G14630;191,1026839;-3,146091933;0,245014891;-12,8404111;9,74E-38;2,28E-35;TRUE;FALSE;TRUE
AT4G21650;1197,142922;-1,865548213;0,145523719;-12,81954743;1,27E-37;2,96E-35;TRUE;FALSE;TRUE
AT4G12030;343,4073201;-2,824080421;0,221283478;-12,76227422;2,66E-37;6,13E-35;TRUE;FALSE;TRUE
AT2G05440;11094,78377;1,606668906;0,126007843;12,7505469;3,10E-37;7,05E-35;TRUE;TRUE;FALSE
AT1G65860;170,9619825;-3,329144033;0,261810716;-12,71584326;4,83E-37;1,09E-34;TRUE;FALSE;TRUE
AT5G06870;1360,172313;-2,040440971;0,160945147;-12,67786577;7,84E-37;1,75E-34;TRUE;FALSE;TRUE
AT5G57760;131,6315898;-4,392052396;0,346993759;-12,65743918;1,02E-36;2,25E-34;TRUE;FALSE;TRUE
AT4G08870;1809,42015;-2,324931199;0,18437411;-12,60985718;1,86E-36;4,09E-34;TRUE;FALSE;TRUE
AT1G70820;1137,241856;-2,333406698;0,185103164;-12,60597952;1,96E-36;4,26E-34;TRUE;FALSE;TRUE
AT4G04330;541,5783721;-2,933428591;0,232859712;-12,59740713;2,18E-36;4,70E-34;TRUE;FALSE;TRUE
AT2G39310;6488,33181;1,646244434;0,13140905;12,52763363;5,27E-36;1,13E-33;TRUE;TRUE;FALSE
AT5G12050;508,1193573;-2,443568475;0,196265145;-12,45034349;1,39E-35;2,95E-33;TRUE;FALSE;TRUE
AT1G52890;150,3937644;-3,084284324;0,24825677;-12,42376721;1,94E-35;4,07E-33;TRUE;FALSE;TRUE
AT1G24070;148,7312578;-3,327045047;0,268897889;-12,37289389;3,66E-35;7,62E-33;TRUE;FALSE;TRUE
AT1G73600;485,8554537;-2,064431893;0,167376904;-12,33403082;5,94E-35;1,22E-32;TRUE;FALSE;TRUE
AT5G39520;106,9901109;-3,716214443;0,302018666;-12,3045853;8,56E-35;1,75E-32;TRUE;FALSE;TRUE
AT4G32340;699,5069747;-2,262492535;0,184576281;-12,2577642;1,53E-34;3,09E-32;TRUE;FALSE;TRUE
AT3G55240;137,6935151;-3,684932324;0,300945205;-12,24452911;1,80E-34;3,61E-32;TRUE;FALSE;TRUE
AT1G35710;135,0145968;-3,837429128;0,313653335;-12,23461923;2,03E-34;4,05E-32;TRUE;FALSE;TRUE
AT3G15540;298,9146148;-2,614782035;0,214667966;-12,18058791;3,94E-34;7,80E-32;TRUE;FALSE;TRUE
AT4G11280;318,4254175;-2,460786148;0,202726213;-12,13847047;6,60E-34;1,30E-31;TRUE;FALSE;TRUE
AT5G46330;444,3238897;-2,421568766;0,199926975;-12,11226635;9,09E-34;1,77E-31;TRUE;FALSE;TRUE
AT1G32640;1824,207867;-1,780201063;0,147411875;-12,07637484;1,41E-33;2,72E-31;TRUE;FALSE;TRUE
AT1G77210;1961,320986;2,070287955;0,171800932;12,0505048;1,93E-33;3,69E-31;TRUE;TRUE;FALSE
AT3G49620;151,4273179;-3,864278981;0,321613533;-12,01528725;2,95E-33;5,61E-31;TRUE;FALSE;TRUE
AT5G25280;7696,053559;1,81377828;0,151199396;11,995936;3,73E-33;7,03E-31;TRUE;TRUE;FALSE
AT1G20450;2092,910607;-1,797419217;0,150108009;-11,97417265;4,85E-33;9,07E-31;TRUE;FALSE;TRUE
AT4G26530;4088,568213;-2,219546949;0,186616603;-11,89361991;1,28E-32;2,37E-30;TRUE;FALSE;TRUE
AT5G19240;178,180431;-3,133410892;0,263736121;-11,88085604;1,49E-32;2,74E-30;TRUE;FALSE;TRUE
AT5G24780;2616,476584;-1,910528117;0,161818429;-11,8066164;3,61E-32;6,59E-30;TRUE;FALSE;TRUE
AT2G27402;129,6499042;-4,068566063;0,346732059;-11,73403484;8,53E-32;1,55E-29;TRUE;FALSE;TRUE
AT5G24770;8798,239037;-1,68331429;0,14358002;-11,72387557;9,62E-32;1,73E-29;TRUE;FALSE;TRUE
AT2G44460;144,7334368;3,411437404;0,292156028;11,67676542;1,68E-31;2,99E-29;TRUE;TRUE;FALSE
AT5G37260;608,827261;1,897567552;0,163039646;11,63868789;2,62E-31;4,64E-29;TRUE;TRUE;FALSE
AT5G07000;162,571603;-2,712452438;0,233267198;-11,62809199;2,97E-31;5,22E-29;TRUE;FALSE;TRUE
AT5G54080;3362,551403;1,768422771;0,152290909;11,61213616;3,58E-31;6,24E-29;TRUE;TRUE;FALSE
AT4G34710;4236,97333;-1,509862249;0,130471135;-11,57238537;5,69E-31;9,86E-29;TRUE;FALSE;TRUE
AT2G03640;3241,487143;1,789895825;0,154891714;11,55578809;6,90E-31;1,19E-28;TRUE;TRUE;FALSE
AT5G50335;117,5225142;-3,799274237;0,32891598;-11,55089589;7,31E-31;1,25E-28;TRUE;FALSE;TRUE
AT1G66940;462,0605768;-2,531105936;0,220316514;-11,48849848;1,51E-30;2,56E-28;TRUE;FALSE;TRUE
AT2G46650;309,2209359;-2,211554912;0,192769012;-11,47256446;1,81E-30;3,05E-28;TRUE;FALSE;TRUE
AT1G32540;252,9500937;-2,92730569;0,255424477;-11,46055274;2,08E-30;3,48E-28;TRUE;FALSE;TRUE
AT5G55930;227,7108893;-2,359516642;0,205931675;-11,45776452;2,15E-30;3,57E-28;TRUE;FALSE;TRUE
AT1G11210;227,9635683;-2,268630138;0,198806137;-11,41126817;3,67E-30;6,06E-28;TRUE;FALSE;TRUE
AT5G24470;750,1682871;-1,961473943;0,172167994;-11,39279086;4,54E-30;7,44E-28;TRUE;FALSE;TRUE
AT3G05900;5495,535677;1,738529778;0,152607613;11,39215628;4,58E-30;7,45E-28;TRUE;TRUE;FALSE
AT5G03860;203,9084805;2,523356018;0,221952955;11,36887779;5,98E-30;9,66E-28;TRUE;TRUE;FALSE
AT5G62210;92,96285035;-3,83537854;0,337894214;-11,35082633;7,35E-30;1,18E-27;TRUE;FALSE;TRUE
AT5G59730;518,9782838;-1,824800482;0,161466582;-11,30141273;1,29E-29;2,06E-27;TRUE;FALSE;TRUE
AT3G54600;442,1586803;-1,852192368;0,164241598;-11,27724274;1,70E-29;2,69E-27;TRUE;FALSE;TRUE
AT1G62560;151,3301817;-2,815955725;0,249894858;-11,26856211;1,88E-29;2,95E-27;TRUE;FALSE;TRUE
AT5G17300;1741,225576;1,584291081;0,140639571;11,26490269;1,96E-29;3,06E-27;TRUE;TRUE;FALSE
AT3G01550;139,2509931;-2,93615685;0,261062157;-11,24696465;2,40E-29;3,72E-27;TRUE;FALSE;TRUE
AT5G62720;892,4227144;-1,784232536;0,158780243;-11,23711931;2,68E-29;4,14E-27;TRUE;FALSE;TRUE
AT5G53970;1458,46303;1,8603999;0,165954148;11,21032477;3,63E-29;5,56E-27;TRUE;TRUE;FALSE
AT1G02520;732,4863833;2,361815863;0,210712881;11,20869238;3,70E-29;5,63E-27;TRUE;TRUE;FALSE
AT1G26560;363,5858317;-1,891310222;0,16916027;-11,1805817;5,08E-29;7,68E-27;TRUE;FALSE;TRUE
AT3G23550;124,825431;-2,919775339;0,262271753;-11,13263362;8,70E-29;1,31E-26;TRUE;FALSE;TRUE
AT4G04020;1372,283306;-1,81794337;0,163507702;-11,11839595;1,02E-28;1,53E-26;TRUE;FALSE;TRUE
AT3G22142;261,9766626;-2,442790005;0,219777045;-11,11485507;1,06E-28;1,58E-26;TRUE;FALSE;TRUE
AT4G13575;352,147937;-2,614589814;0,235254968;-11,1138559;1,07E-28;1,59E-26;TRUE;FALSE;TRUE
AT4G39330;1022,306102;-1,761480431;0,158579093;-11,10789827;1,15E-28;1,69E-26;TRUE;FALSE;TRUE
AT5G22580;415,1690177;-2,815174212;0,25350341;-11,10507433;1,19E-28;1,73E-26;TRUE;FALSE;TRUE
AT4G13495;2964,255779;-1,8294342;0,164965077;-11,08982722;1,41E-28;2,04E-26;TRUE;FALSE;TRUE
AT2G28900;1851,564017;-2,095606218;0,189126864;-11,08042601;1,56E-28;2,25E-26;TRUE;FALSE;TRUE
AT5G65750;1428,924062;1,503074951;0,13567195;11,07874511;1,59E-28;2,28E-26;TRUE;TRUE;FALSE
AT1G66100;2535,978588;-1,861339558;0,168547197;-11,0434323;2,36E-28;3,36E-26;TRUE;FALSE;TRUE
AT5G25980;8811,336744;-1,50552936;0,136488683;-11,03043364;2,73E-28;3,86E-26;TRUE;FALSE;TRUE
AT3G22235;77,45505675;-4,71982862;0,427941005;-11,02915722;2,76E-28;3,89E-26;TRUE;FALSE;TRUE
AT4G06410;317,315646;1,921230121;0,174477281;11,01134835;3,37E-28;4,71E-26;TRUE;TRUE;FALSE
AT5G05600;1059,825149;-2,192771311;0,199433561;-10,99499655;4,04E-28;5,62E-26;TRUE;FALSE;TRUE
AT5G08640;95,6511692;-3,304716801;0,300586025;-10,99424633;4,07E-28;5,63E-26;TRUE;FALSE;TRUE
AT3G63160;1499,76688;-2,591583036;0,235748463;-10,99300078;4,13E-28;5,68E-26;TRUE;FALSE;TRUE
AT2G37870;344,6867559;2,437398379;0,222385892;10,96022034;5,94E-28;8,11E-26;TRUE;TRUE;FALSE
AT1G61890;1284,067225;-1,911385573;0,175199251;-10,90978167;1,04E-27;1,40E-25;TRUE;FALSE;TRUE
AT5G45670;402,0423805;-2,012721729;0,184482782;-10,91007899;1,03E-27;1,40E-25;TRUE;FALSE;TRUE
AT4G34138;3328,196393;1,589942727;0,146191245;10,87577252;1,50E-27;2,02E-25;TRUE;TRUE;FALSE
AT5G65380;4198,636606;1,627984644;0,150420277;10,82290686;2,68E-27;3,58E-25;TRUE;TRUE;FALSE
AT1G21250;158,9927068;-2,697347238;0,249246702;-10,8219977;2,71E-27;3,60E-25;TRUE;FALSE;TRUE
AT4G16880;96,33846261;-3,054765848;0,283099945;-10,79041486;3,82E-27;5,05E-25;TRUE;FALSE;TRUE
AT1G75960;98,42956857;-3,106406617;0,288063784;-10,7837458;4,11E-27;5,40E-25;TRUE;FALSE;TRUE
AT1G60270;119,3158357;-2,854452279;0,265378689;-10,75614735;5,54E-27;7,25E-25;TRUE;FALSE;TRUE
AT4G39940;795,3848418;-1,562993365;0,145367441;-10,75201813;5,80E-27;7,54E-25;TRUE;FALSE;TRUE
AT3G19030;751,735431;-1,948882501;0,181298288;-10,7495913;5,95E-27;7,70E-25;TRUE;FALSE;TRUE
AT1G09240;81,14430588;-5,811158762;0,542063603;-10,7204371;8,16E-27;1,05E-24;TRUE;FALSE;TRUE
AT3G03190;115,5164556;-2,752198542;0,256808398;-10,71693357;8,48E-27;1,08E-24;TRUE;FALSE;TRUE
AT1G27730;241,8859161;-2,121749565;0,198007245;-10,7155148;8,61E-27;1,10E-24;TRUE;FALSE;TRUE
AT1G06570;5838,644039;1,849891355;0,173367182;10,6703664;1,40E-26;1,77E-24;TRUE;TRUE;FALSE
AT3G54830;141,2209126;-2,826974683;0,265535965;-10,64629674;1,81E-26;2,28E-24;TRUE;FALSE;TRUE
AT3G55970;113,1464715;-2,934794488;0,276068789;-10,6306638;2,15E-26;2,69E-24;TRUE;FALSE;TRUE
AT1G76650;81,60782577;-3,51497727;0,331609781;-10,59973944;2,99E-26;3,72E-24;TRUE;FALSE;TRUE
AT5G33370;237,0588133;-2,251072547;0,212495912;-10,59348636;3,19E-26;3,96E-24;TRUE;FALSE;TRUE
AT1G54020;96,01237354;-3,165123018;0,299184954;-10,57915171;3,72E-26;4,59E-24;TRUE;FALSE;TRUE
AT5G13370;1114,856217;1,561086498;0,14810707;10,54025643;5,63E-26;6,91E-24;TRUE;TRUE;FALSE
AT1G05560;1537,267375;1,875541031;0,178033479;10,53476592;5,97E-26;7,29E-24;TRUE;TRUE;FALSE
AT5G48880;314,6255804;-1,939598605;0,184839287;-10,49343263;9,26E-26;1,12E-23;TRUE;FALSE;TRUE
AT1G13650;412,3090182;-2,060228166;0,196571322;-10,48081757;1,06E-25;1,28E-23;TRUE;FALSE;TRUE
AT1G18300;235,4505732;-2,180114523;0,208022344;-10,480194;1,07E-25;1,28E-23;TRUE;FALSE;TRUE
AT4G27280;540,1036849;-1,73079968;0,165228677;-10,47517728;1,12E-25;1,34E-23;TRUE;FALSE;TRUE
AT3G45300;5334,886158;1,725643795;0,165669013;10,41621342;2,09E-25;2,49E-23;TRUE;TRUE;FALSE
AT5G51720;291,858648;-2,603814892;0,250537831;-10,39290107;2,67E-25;3,15E-23;TRUE;FALSE;TRUE
AT3G25717;632,6539029;-1,931599733;0,185937223;-10,38845099;2,80E-25;3,28E-23;TRUE;FALSE;TRUE
AT5G43440;558,1594893;-2,207418477;0,212620609;-10,38195914;3,00E-25;3,50E-23;TRUE;FALSE;TRUE
AT1G21270;274,4473831;-2,693747269;0,260076389;-10,35752335;3,87E-25;4,49E-23;TRUE;FALSE;TRUE
AT3G50060;272,3033222;-2,140517508;0,207608933;-10,31033434;6,33E-25;7,28E-23;TRUE;FALSE;TRUE
AT5G22390;176,691366;-2,287076544;0,221893341;-10,30709861;6,54E-25;7,49E-23;TRUE;FALSE;TRUE
AT2G20570;854,4117036;-1,803027826;0,175231389;-10,28941123;7,87E-25;8,96E-23;TRUE;FALSE;TRUE
AT1G58602;1070,924705;-1,543893404;0,150150835;-10,28228315;8,47E-25;9,60E-23;TRUE;FALSE;TRUE
AT1G72930;274,0505915;-2,45170798;0,238588421;-10,27588838;9,05E-25;1,02E-22;TRUE;FALSE;TRUE
AT3G21320;69,38315758;-5,436832926;0,529280013;-10,27212967;9,41E-25;1,06E-22;TRUE;FALSE;TRUE
AT4G01080;75,77966935;-3,420562784;0,33370482;-10,25026484;1,18E-24;1,32E-22;TRUE;FALSE;TRUE
AT1G20510;554,9867808;-1,954871962;0,19124163;-10,22200009;1,58E-24;1,75E-22;TRUE;FALSE;TRUE
AT3G21330;78,64149958;-3,532481419;0,346677694;-10,18952612;2,21E-24;2,43E-22;TRUE;FALSE;TRUE
AT2G28780;225,3582455;-2,016891541;0,198103179;-10,18101555;2,41E-24;2,64E-22;TRUE;FALSE;TRUE
AT5G51190;134,2760579;-2,706861461;0,265947606;-10,17817569;2,48E-24;2,71E-22;TRUE;FALSE;TRUE
AT3G16450;6566,780001;1,582036951;0,155765242;10,15654669;3,10E-24;3,37E-22;TRUE;TRUE;FALSE
AT4G26288;463,9037481;2,013299136;0,198325488;10,15148962;3,26E-24;3,53E-22;TRUE;TRUE;FALSE
AT1G18880;967,4010282;1,525462682;0,151322025;10,08090315;6,71E-24;7,17E-22;TRUE;TRUE;FALSE
AT2G29490;857,1002467;1,779100172;0,176678501;10,06970378;7,52E-24;8,00E-22;TRUE;TRUE;FALSE
AT3G15500;234,6065299;-2,034087884;0,203434901;-9,998716414;1,54E-23;1,63E-21;TRUE;FALSE;TRUE
AT3G24520;242,5440256;-1,906844007;0,190901041;-9,988651698;1,71E-23;1,80E-21;TRUE;FALSE;TRUE
AT3G45860;79,29926051;-3,236637909;0,324100937;-9,986512033;1,75E-23;1,83E-21;TRUE;FALSE;TRUE
AT2G06925;304,0951056;-2,290510451;0,229581261;-9,976905087;1,92E-23;2,01E-21;TRUE;FALSE;TRUE
AT4G27657;70,56995344;-4,781547716;0,479481539;-9,972329133;2,01E-23;2,10E-21;TRUE;FALSE;TRUE
AT4G14680;328,793972;-1,793565428;0,180187998;-9,953856221;2,43E-23;2,49E-21;TRUE;FALSE;TRUE
